0,12,90,1.7141,23,1.4509,0.10864,54
0,14,75,1.1283,36,0.6338,-0.1707,10
0,19,67,0.74667,14,0.72418,-0.62533,54
0,82,62,0.97421,33,0.49999,0.5769,13
0,18,92,0.75299,16,0.44017,0.25576,23
0,26,114,0.78983,27,0.63434,0.39334,43
0,34,87,0.65757,14,0.45093,-1.2408,14
0,61,134,0.53765,9,0.28287,0.054863,13
0,89,69,0.8564,9,0.51499,-0.39957,36
0,10,91,0.55183,8,0.24225,0.48609,15
0,14,111,1.0407,43,0.66415,-0.46481,17
0,89,123,0.71706,19,0.31307,0.24015,29
0,43,39,1.3985,45,0.50354,-0.056683,68
0,44,86,0.94406,29,0.57203,0.4604,62
0,46,46,0.78037,25,0.50716,-0.1878,67
0,66,103,0.68985,22,0.32985,0.098147,0
0,71,56,1.2363,12,0.96744,-0.16875,59
0,60,24,0.79354,1,0.28182,-1.5064,8
0,38,90,1.3337,25,0.69342,-0.67209,37
1,37,118,1.7547,24,0.45179,-0.42178,46
1,49,1,NaN,-1,NaN,NaN,35
1,54,71,1.3783,62,0.96651,0.3389,47
1,63,43,1.0532,20,0.31037,0.31811,48
1,74,97,0.69948,34,0.41881,0.45781,2
1,81,82,1.0982,35,0.67248,0.39609,35
1,8,91,0.77396,18,0.54983,-0.23107,34
1,28,41,0.95336,12,0.52005,0.30801,128
1,90,57,0.96833,19,0.78207,0.34372,16
1,13,94,0.90179,67,0.76833,-0.25071,17
1,58,54,1.606,49,1.3132,-0.0087339,174
1,77,133,1.0217,32,0.52055,0.27347,35
1,96,101,1.0564,26,0.93817,0.40572,38
1,6,114,0.88887,28,1.0112,-0.38518,35
1,29,107,1.3893,18,1.0092,-0.066708,15
1,52,84,1.4914,42,0.59687,0.20692,18
1,85,96,1.2339,47,0.36651,-0.086965,22
1,87,80,0.78447,7,0.89069,0.67612,68
1,3,97,1.3568,8,1.2138,-0.56502,12
1,30,141,0.60832,26,0.59871,0.11123,7
1,70,71,1.2041,32,0.81161,0.085184,16
